AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
9.82,0.12,-0.34,-0.03,-0.02,-0.02
9.83,0.12,-0.33,-0.02,-0.02,-0.02
9.81,0.17,-0.31,-0.02,-0.02,-0.02
9.81,0.13,-0.3,-0.02,-0.02,-0.02
9.84,0.13,-0.3,-0.03,-0.02,-0.02
9.83,0.15,-0.34,-0.03,-0.02,-0.02
9.79,0.16,-0.34,-0.03,-0.02,-0.02
9.8,0.13,-0.33,-0.02,-0.02,-0.02
9.83,0.11,-0.32,-0.03,-0.02,-0.02
9.82,0.12,-0.32,-0.03,-0.02,-0.02
9.83,0.13,-0.33,-0.03,-0.02,-0.02
9.8,0.15,-0.29,-0.03,-0.02,-0.02
9.81,0.15,-0.3,-0.03,-0.02,-0.02
9.8,0.15,-0.35,-0.03,-0.02,-0.01
9.8,0.13,-0.33,-0.02,-0.02,-0.02
9.84,0.15,-0.34,-0.03,-0.02,-0.01
9.81,0.13,-0.32,-0.02,-0.02,-0.02
9.79,0.11,-0.27,-0.03,-0.02,-0.02
9.8,0.11,-0.32,-0.03,-0.02,-0.02
9.81,0.13,-0.31,-0.03,-0.02,-0.02
9.81,0.16,-0.35,-0.03,-0.02,-0.02
9.83,0.16,-0.34,-0.03,-0.02,-0.02
9.82,0.14,-0.33,-0.03,-0.02,-0.02
9.83,0.13,-0.33,-0.03,-0.02,-0.02
9.82,0.15,-0.32,-0.02,-0.02,-0.02
9.82,0.12,-0.32,-0.02,-0.02,-0.02
9.8,0.14,-0.31,-0.03,-0.02,-0.02
9.8,0.12,-0.33,-0.03,-0.02,-0.02
9.81,0.15,-0.33,-0.03,-0.02,-0.02
9.81,0.15,-0.31,-0.03,-0.02,-0.02
9.81,0.13,-0.32,-0.03,-0.02,-0.02
9.79,0.14,-0.32,-0.03,-0.02,-0.02
9.81,0.15,-0.3,-0.03,-0.02,-0.02
9.82,0.15,-0.29,-0.03,-0.02,-0.02
9.82,0.14,-0.3,-0.03,-0.02,-0.02
9.8,0.16,-0.33,-0.03,-0.02,-0.02
9.81,0.13,-0.32,-0.03,-0.02,-0.01
9.81,0.15,-0.31,-0.03,-0.02,-0.01
9.81,0.13,-0.31,-0.03,-0.02,-0.01
9.81,0.14,-0.31,-0.03,-0.02,-0.01
9.82,0.14,-0.29,-0.03,-0.02,-0.01
9.83,0.13,-0.33,-0.03,-0.02,-0.01
9.79,0.11,-0.34,-0.03,-0.02,-0.01
9.82,0.12,-0.31,-0.02,-0.02,-0.02
9.83,0.15,-0.34,-0.02,-0.02,-0.02
9.84,0.15,-0.27,-0.03,-0.02,-0.02
9.82,0.14,-0.28,-0.03,-0.02,-0.02
9.84,0.12,-0.32,-0.02,-0.02,-0.02
9.82,0.14,-0.32,-0.03,-0.02,-0.02
9.81,0.14,-0.32,-0.03,-0.02,-0.02
9.82,0.12,-0.33,-0.03,-0.02,-0.02
9.81,0.14,-0.34,-0.02,-0.02,-0.02
9.79,0.12,-0.32,-0.02,-0.02,-0.02
9.81,0.12,-0.31,-0.03,-0.02,-0.02
9.8,0.14,-0.3,-0.03,-0.02,-0.02
9.81,0.15,-0.31,-0.03,-0.02,-0.02
9.82,0.13,-0.31,-0.03,-0.02,-0.02
9.79,0.14,-0.3,-0.03,-0.02,-0.02
9.79,0.13,-0.31,-0.03,-0.02,-0.02
9.83,0.16,-0.3,-0.03,-0.02,-0.02
9.86,0.15,-0.35,-0.03,-0.02,-0.02
9.82,0.15,-0.34,-0.03,-0.02,-0.02
9.79,0.13,-0.34,-0.02,-0.02,-0.02
9.82,0.12,-0.32,-0.02,-0.02,-0.01
9.84,0.14,-0.31,-0.03,-0.02,-0.02
9.81,0.15,-0.33,-0.03,-0.02,-0.02
9.79,0.15,-0.32,-0.03,-0.02,-0.02
9.83,0.16,-0.34,-0.02,-0.02,-0.02
9.84,0.15,-0.31,-0.02,-0.02,-0.01
9.84,0.17,-0.34,-0.02,-0.02,-0.01
9.79,0.12,-0.3,-0.02,-0.02,-0.01
9.81,0.11,-0.27,-0.02,-0.02,-0.01
9.8,0.12,-0.31,-0.03,-0.02,-0.02
9.79,0.11,-0.31,-0.03,-0.02,-0.02
9.8,0.14,-0.31,-0.02,-0.02,-0.02
